-2.000000,-1.000000
-2.000000,-0.959184
-2.000000,-0.918367
-2.000000,-0.877551
-2.000000,-0.836735
-2.000000,-0.795918
-2.000000,-0.755102
-2.000000,-0.714286
-2.000000,-0.673469
-2.000000,-0.632653
-2.000000,-0.591837
-2.000000,-0.551020
-2.000000,-0.510204
-2.000000,-0.469388
-2.000000,-0.428571
-2.000000,-0.387755
-2.000000,-0.346939
-2.000000,-0.306122
-2.000000,-0.265306
-2.000000,-0.224490
-2.000000,-0.183673
-2.000000,-0.142857
-2.000000,-0.102041
-2.000000,-0.061224
-2.000000,-0.020408
-2.000000,0.020408
-2.000000,0.061224
-2.000000,0.102041
-2.000000,0.142857
-2.000000,0.183673
-2.000000,0.224490
-2.000000,0.265306
-2.000000,0.306122
-2.000000,0.346939
-2.000000,0.387755
-2.000000,0.428571
-2.000000,0.469388
-2.000000,0.510204
-2.000000,0.551020
-2.000000,0.591837
-2.000000,0.632653
-2.000000,0.673469
-2.000000,0.714286
-2.000000,0.755102
-2.000000,0.795918
-2.000000,0.836735
-2.000000,0.877551
-2.000000,0.918367
-2.000000,0.959184
-2.000000,1.000000
-1.918367,-1.000000
-1.918367,-0.959184
-1.918367,-0.918367
-1.918367,-0.877551
-1.918367,-0.836735
-1.918367,-0.795918
-1.918367,-0.755102
-1.918367,-0.714286
-1.918367,-0.673469
-1.918367,-0.632653
-1.918367,-0.591837
-1.918367,-0.551020
-1.918367,-0.510204
-1.918367,-0.469388
-1.918367,-0.428571
-1.918367,-0.387755
-1.918367,-0.346939
-1.918367,-0.306122
-1.918367,-0.265306
-1.918367,-0.224490
-1.918367,-0.183673
-1.918367,-0.142857
-1.918367,-0.102041
-1.918367,-0.061224
-1.918367,-0.020408
-1.918367,0.020408
-1.918367,0.061224
-1.918367,0.102041
-1.918367,0.142857
-1.918367,0.183673
-1.918367,0.224490
-1.918367,0.265306
-1.918367,0.306122
-1.918367,0.346939
-1.918367,0.387755
-1.918367,0.428571
-1.918367,0.469388
-1.918367,0.510204
-1.918367,0.551020
-1.918367,0.591837
-1.918367,0.632653
-1.918367,0.673469
-1.918367,0.714286
-1.918367,0.755102
-1.918367,0.795918
-1.918367,0.836735
-1.918367,0.877551
-1.918367,0.918367
-1.918367,0.959184
-1.918367,1.000000
-1.836735,-1.000000
-1.836735,-0.959184
-1.836735,-0.918367
-1.836735,-0.877551
-1.836735,-0.836735
-1.836735,-0.795918
-1.836735,-0.755102
-1.836735,-0.714286
-1.836735,-0.673469
-1.836735,-0.632653
-1.836735,-0.591837
-1.836735,-0.551020
-1.836735,-0.510204
-1.836735,-0.469388
-1.836735,-0.428571
-1.836735,-0.387755
-1.836735,-0.346939
-1.836735,-0.306122
-1.836735,-0.265306
-1.836735,-0.224490
-1.836735,-0.183673
-1.836735,-0.142857
-1.836735,-0.102041
-1.836735,-0.061224
-1.836735,-0.020408
-1.836735,0.020408
-1.836735,0.061224
-1.836735,0.102041
-1.836735,0.142857
-1.836735,0.183673
-1.836735,0.224490
-1.836735,0.265306
-1.836735,0.306122
-1.836735,0.346939
-1.836735,0.387755
-1.836735,0.428571
-1.836735,0.469388
-1.836735,0.510204
-1.836735,0.551020
-1.836735,0.591837
-1.836735,0.632653
-1.836735,0.673469
-1.836735,0.714286
-1.836735,0.755102
-1.836735,0.795918
-1.836735,0.836735
-1.836735,0.877551
-1.836735,0.918367
-1.836735,0.959184
-1.836735,1.000000
-1.755102,-1.000000
-1.755102,-0.959184
-1.755102,-0.918367
-1.755102,-0.877551
-1.755102,-0.836735
-1.755102,-0.795918
-1.755102,-0.755102
-1.755102,-0.714286
-1.755102,-0.673469
-1.755102,-0.632653
-1.755102,-0.591837
-1.755102,-0.551020
-1.755102,-0.510204
-1.755102,-0.469388
-1.755102,-0.428571
-1.755102,-0.387755
-1.755102,-0.346939
-1.755102,-0.306122
-1.755102,-0.265306
-1.755102,-0.224490
-1.755102,-0.183673
-1.755102,-0.142857
-1.755102,-0.102041
-1.755102,-0.061224
-1.755102,-0.020408
-1.755102,0.020408
-1.755102,0.061224
-1.755102,0.102041
-1.755102,0.142857
-1.755102,0.183673
-1.755102,0.224490
-1.755102,0.265306
-1.755102,0.306122
-1.755102,0.346939
-1.755102,0.387755
-1.755102,0.428571
-1.755102,0.469388
-1.755102,0.510204
-1.755102,0.551020
-1.755102,0.591837
-1.755102,0.632653
-1.755102,0.673469
-1.755102,0.714286
-1.755102,0.755102
-1.755102,0.795918
-1.755102,0.836735
-1.755102,0.877551
-1.755102,0.918367
-1.755102,0.959184
-1.755102,1.000000
-1.673469,-1.000000
-1.673469,-0.959184
-1.673469,-0.918367
-1.673469,-0.877551
-1.673469,-0.836735
-1.673469,-0.795918
-1.673469,-0.755102
-1.673469,-0.714286
-1.673469,-0.673469
-1.673469,-0.632653
-1.673469,-0.591837
-1.673469,-0.551020
-1.673469,-0.510204
-1.673469,-0.469388
-1.673469,-0.428571
-1.673469,-0.387755
-1.673469,-0.346939
-1.673469,-0.306122
-1.673469,-0.265306
-1.673469,-0.224490
-1.673469,-0.183673
-1.673469,-0.142857
-1.673469,-0.102041
-1.673469,-0.061224
-1.673469,-0.020408
-1.673469,0.020408
-1.673469,0.061224
-1.673469,0.102041
-1.673469,0.142857
-1.673469,0.183673
-1.673469,0.224490
-1.673469,0.265306
-1.673469,0.306122
-1.673469,0.346939
-1.673469,0.387755
-1.673469,0.428571
-1.673469,0.469388
-1.673469,0.510204
-1.673469,0.551020
-1.673469,0.591837
-1.673469,0.632653
-1.673469,0.673469
-1.673469,0.714286
-1.673469,0.755102
-1.673469,0.795918
-1.673469,0.836735
-1.673469,0.877551
-1.673469,0.918367
-1.673469,0.959184
-1.673469,1.000000
-1.591837,-1.000000
-1.591837,-0.959184
-1.591837,-0.918367
-1.591837,-0.877551
-1.591837,-0.836735
-1.591837,-0.795918
-1.591837,-0.755102
-1.591837,-0.714286
-1.591837,-0.673469
-1.591837,-0.632653
-1.591837,-0.591837
-1.591837,-0.551020
-1.591837,-0.510204
-1.591837,-0.469388
-1.591837,-0.428571
-1.591837,-0.387755
-1.591837,-0.346939
-1.591837,-0.306122
-1.591837,-0.265306
-1.591837,-0.224490
-1.591837,-0.183673
-1.591837,-0.142857
-1.591837,-0.102041
-1.591837,-0.061224
-1.591837,-0.020408
-1.591837,0.020408
-1.591837,0.061224
-1.591837,0.102041
-1.591837,0.142857
-1.591837,0.183673
-1.591837,0.224490
-1.591837,0.265306
-1.591837,0.306122
-1.591837,0.346939
-1.591837,0.387755
-1.591837,0.428571
-1.591837,0.469388
-1.591837,0.510204
-1.591837,0.551020
-1.591837,0.591837
-1.591837,0.632653
-1.591837,0.673469
-1.591837,0.714286
-1.591837,0.755102
-1.591837,0.795918
-1.591837,0.836735
-1.591837,0.877551
-1.591837,0.918367
-1.591837,0.959184
-1.591837,1.000000
-1.510204,-1.000000
-1.510204,-0.959184
-1.510204,-0.918367
-1.510204,-0.877551
-1.510204,-0.836735
-1.510204,-0.795918
-1.510204,-0.755102
-1.510204,-0.714286
-1.510204,-0.673469
-1.510204,-0.632653
-1.510204,-0.591837
-1.510204,-0.551020
-1.510204,-0.510204
-1.510204,-0.469388
-1.510204,-0.428571
-1.510204,-0.387755
-1.510204,-0.346939
-1.510204,-0.306122
-1.510204,-0.265306
-1.510204,-0.224490
-1.510204,-0.183673
-1.510204,-0.142857
-1.510204,-0.102041
-1.510204,-0.061224
-1.510204,-0.020408
-1.510204,0.020408
-1.510204,0.061224
-1.510204,0.102041
-1.510204,0.142857
-1.510204,0.183673
-1.510204,0.224490
-1.510204,0.265306
-1.510204,0.306122
-1.510204,0.346939
-1.510204,0.387755
-1.510204,0.428571
-1.510204,0.469388
-1.510204,0.510204
-1.510204,0.551020
-1.510204,0.591837
-1.510204,0.632653
-1.510204,0.673469
-1.510204,0.714286
-1.510204,0.755102
-1.510204,0.795918
-1.510204,0.836735
-1.510204,0.877551
-1.510204,0.918367
-1.510204,0.959184
-1.510204,1.000000
-1.428571,-1.000000
-1.428571,-0.959184
-1.428571,-0.918367
-1.428571,-0.877551
-1.428571,-0.836735
-1.428571,-0.795918
